player_id,name,position,age,injury_history_count,date,sleep_hours,sleep_quality,soreness,stress,mood,practice_minutes,practice_rpe,total_daily_load,game_minutes,player_load,accel_count,decel_count,total_distance_km,hsr_distance_m,sprint_distance_m,acwr,cmj_height_cm,rsi_modified,is_back_to_back,days_rest,travel_flag,time_zone_diff,unrivaled_flag,injured_within_7days,sleep_hours_7day_avg,sleep_hours_7day_std,soreness_7day_avg,soreness_7day_std,practice_minutes_7day_avg,practice_minutes_7day_std,cmj_height_cm_7day_avg,cmj_height_cm_7day_std,rsi_modified_7day_avg,rsi_modified_7day_std,player_load_7day_avg,player_load_7day_std,accel_count_7day_avg,accel_count_7day_std,decel_count_7day_avg,decel_count_7day_std,sleep_hours_zscore,soreness_zscore,stress_zscore,mood_zscore,cmj_height_cm_zscore,rsi_modified_zscore,player_load_zscore,accel_count_zscore,decel_count_zscore,flag_sleep_floor,flag_soreness_ceil,flag_stress_ceil,flag_acwr_spike,flag_load_drop,flag_accel_drop,flag_decel_drop,wellness_score,readiness_score,injury_risk_score,team_avg_pts,team_avg_min,game_result,game_margin,home_away
P001,Player G1,G,23,3,12/16/2025,8.7,4,3,3,8,74.7,7,87.2,0,342.9,44,39,7.2,572.4,162.9,1,40.6,0.35,0,3,0,0,0,1,7.692142857,0.604068547,2.714285714,1.112697281,59.69714286,28.26994972,38.95714286,1.122285084,0.353571429,0.009449112,322.9474286,43.43573616,38.42857143,10.17934416,35.85714286,8.89622713,2.183848258,0.603707553,1.49078804,0.316227766,1.01052639,-0.432151015,-0.051634472,0.176014395,0.060053405,0,0,0,0,0,0,0,35.05,84.5,0.503138022,,,,,
P001,Player G1,G,23,3,12/17/2025,7.8,8,2,4,7,49.2,7,57.5,0,307.5,44,42,6.65,680.5,162.4,1,40.6,0.35,0,3,0,0,0,1,7.720714286,0.603713705,2.714285714,1.112697281,58.98285714,28.49426943,39.28571429,1.229401713,0.353571429,0.009449112,315.7331429,40.75454558,41,8.679477711,36.28571429,9.141741003,0.136671733,-0.324656502,2.581988897,-1.356801051,0.921970151,-0.410264056,-0.566897301,0.168405304,0.373988253,0,0,0,0,0,0,0,32.7,82.9,0.767172535,,,,,
P001,Player G1,G,23,3,12/18/2025,8.9,4,2,3,8,30.5,4,44.3,23.9,335.1,56,58,9,808.7,218.4,1,40.6,0.35,0,3,0,0,0,1,7.949285714,0.711198686,2.571428571,1.133893419,54.31142857,30.31026637,39.61428571,1.229401713,0.353571429,0.009449112,324.0902857,37.23881787,41.57142857,9.606545388,40,11.95826074,2.158140549,-0.310630372,0.888948753,0.402199833,0.853751568,-0.391423112,-0.12015676,1.325908687,2.116151383,0,0,0,0,0,0,0,36.35,87.7,0.686901873,,,,,
P001,Player G1,G,23,3,12/19/2025,7.9,7,3,1,9,55.4,8,73.9,0,312.2,39,30,6.82,645.2,135.2,1,40.6,0.35,0,3,0,0,0,1,7.877857143,0.682933972,2.857142857,0.899735411,60.01142857,25.09880969,39.94285714,1.122285084,0.353571429,0.009449112,313.376,24.74991168,40.28571429,9.196272537,36.85714286,11.14194135,0.132432363,0.671131174,-1.327964699,2.054210364,0.799046546,-0.374976958,-0.476937893,-0.414758487,-1.001482553,0,0,0,0,0,0,1,36.85,87.4,0.783140824,,,,,
P001,Player G1,G,23,3,12/20/2025,9,6,3,2,8,67.3,7,78.6,0,287.1,50,42,7.51,601.4,244.6,1,40.6,0.35,0,3,0,0,0,1,8.119285714,0.744661157,3,0.816496581,55.52571429,19.12750102,40.27142857,0.869318288,0.353571429,0.009449112,316.4125714,18.44785696,43.57142857,7.634508123,38.85714286,10.52661027,1.994993233,0.637623483,-0.150492803,0.215472902,0.753870434,-0.360455015,-0.865394703,0.677668127,0.245372134,0,0,0,0,0,0,0,36.5,88.6,0.29184612,,,,,
P001,Player G1,G,23,3,12/21/2025,9.2,9,3,2,9,21.9,7,69.8,25.2,468,57,45,9.19,839.1,184.8,1,40.6,0.35,0,3,0,0,0,0,8.401428571,0.723197266,2.857142857,0.690065559,47.45428571,19.77619685,40.6,0,0.353571429,0.009449112,338.8257143,59.82768001,47,7.483314774,41.71428571,8.693182879,2.014775839,0.608759587,-0.145643816,1.770998054,0.715717547,-0.347507352,2.159365648,1.344874694,0.542050421,0,0,0,0,0,0,0,37.8,90.4,0.076640094,,,,,
P001,Player G1,G,23,3,12/22/2025,8.4,5,2,3,8,73.6,5,61.4,0,321.9,42,38,6.99,644.1,192.4,1,41.6,0.521,0,3,0,0,0,0,8.557142857,0.544233843,2.571428571,0.534522484,53.22857143,20.78875612,40.74285714,0.377964473,0.374428571,0.064631925,339.2428571,59.6762336,47.42857143,7.0203785,42,8.504900548,0.593037268,-0.453869759,0.988632195,0.091901828,0.975863624,10.60381585,-0.342472712,-0.231868297,-0.208363481,0,0,0,0,0,0,0,35.6,90.7,0.107637162,,,,,
P001,Player G1,G,23,3,12/23/2025,8,6,2,2,9,71.4,6,71.4,0,302.4,42,35,6.27,640.6,147,1,41.6,0.35,0,3,0,0,0,0,8.457142857,0.576937729,2.428571429,0.534522484,52.75714286,20.25116105,40.88571429,0.487950036,0.374428571,0.064631925,333.4571429,61.20623218,47.14285714,7.221001118,41.42857143,8.866738274,-0.012423606,-0.438357004,-0.199888981,1.60755941,0.921451056,-0.349203319,-0.629950041,-0.225006732,-0.524619482,0,0,0,0,0,0,0,37,89,0.061814326,,,,,
P001,Player G1,G,23,3,12/24/2025,8,7,0,3,8,27.4,4,41.1,22.8,453.8,52,48,10.14,559.6,274.8,1,41.6,0.35,0,3,0,0,0,0,8.485714286,0.542919796,2.142857143,1.069044968,49.64285714,22.4465927,41.02857143,0.534522484,0.374428571,0.064631925,354.3571429,74.41793819,48.28571429,7.273565969,42.28571429,9.214377999,-0.012094462,-2.606694299,0.971825316,0,0.875374585,-0.33873636,1.753391075,0.817321978,0.921689712,0,0,0,0,0,0,0,37,91.1,0.059197252,,,,,
P001,Player G1,G,23,3,12/25/2025,7.9,7,2,3,7,62.1,8,82.8,0,320.7,34,36,6.4,684.3,149.9,1,41.6,0.35,0,3,0,0,0,0,8.342857143,0.547287684,2.142857143,1.069044968,54.15714286,21.09177226,41.17142857,0.534522484,0.374428571,0.064631925,352.3,75.23354748,45.14285714,8.091735937,39.14285714,6.229729032,-0.166280303,-0.2516481,0.923380517,-1.5,0.835688313,-0.32916104,-0.392931113,-1.101865661,-0.44769796,0,0,0,0,0,1,0,33.85,84.5,0.115474605,,,,,
P001,Player G1,G,23,3,12/26/2025,8.3,9,0,2,9,68.2,4,45.4,0,346.8,30,41,7.22,713.6,219.9,1,41.6,0.35,0,3,0,0,0,0,8.4,0.513160144,1.714285714,1.253566341,55.98571429,21.76169636,41.31428571,0.487950036,0.374428571,0.064631925,357.2428571,73.27088683,43.85714286,9.771191866,40.71428571,4.750939757,0.472255224,-2.206865008,-0.293876907,1.529870188,0.801029847,-0.320357134,0.013773353,-1.459600898,0.129837865,0,0,0,0,0,1,0,39.45,93.1,0.066599349,,,,,
P001,Player G1,G,23,3,12/27/2025,8.3,8,2,3,9,20.5,8,79.8,26.2,387.8,45,40,8.6,795.6,264.6,0.95,41.6,0.35,0,3,0,0,0,0,8.3,0.439696865,1.571428571,1.133893419,49.3,24.69736828,41.45714286,0.377964473,0.374428571,0.064631925,371.6285714,66.80420931,43.14285714,9.423880507,40.42857143,4.720774755,0.458893182,-0.128884816,0.916909208,1.414213562,0.770412792,-0.312226019,0.65125527,0.169457452,0.011027295,0,0,0,0,0,0,0,36.45,90.2,0.062824037,,,,,
P001,Player G1,G,23,3,12/28/2025,8.4,10,3,1,8,79.6,8,106.1,0,296.2,41,39,6.69,689.5,140.4,1,41.6,0.35,0,3,0,0,0,0,8.185714286,0.211570094,1.571428571,1.133893419,57.54285714,23.63428704,41.6,0,0.374428571,0.064631925,347.0857143,56.21738843,40.85714286,7.174690967,39.57142857,4.276179871,0.611608502,0.798092584,-1.538908495,-0.062934645,0.74310289,-0.304685915,-0.814909633,-0.250820113,-0.107859652,0,0,0,0,0,0,0,36.6,90.4,0.210898377,,,,,
P001,Player G1,G,23,3,12/29/2025,8.2,10,4,2,9,79.6,6,79.6,0,392.5,42,35,6.1,727.3,206.9,1.03,38.4,0.251,0,3,0,0,0,0,8.157142857,0.190237946,1.857142857,1.463850109,58.4,24.40976581,41.14285714,1.209486314,0.335857143,0.037418483,357.1714286,57.2690351,40.85714286,7.174690967,39.14285714,4.598136268,0.258831464,1.702688569,-0.255609437,1.355407339,-0.273665577,-2.955671599,0.746470895,-0.138797913,-0.591191993,0,0,0,0,0,0,0,35.3,80.1,0.092849465,,,,,
P001,Player G1,G,23,3,12/30/2025,8,10,2,2,7,12.5,4,39.2,30.9,366.4,67,40,9.78,893.7,287.6,0.98,38.4,0.35,0,3,0,0,0,0,8.157142857,0.190237946,1.857142857,1.463850109,49.98571429,28.91720529,40.68571429,1.561440117,0.335857143,0.037418483,366.3142857,51.92714218,44.42857143,12.2591074,39.85714286,4.220133151,-0.088691747,-0.224585388,-0.250108767,-1.510332177,-0.267720781,-0.151866131,0.303105482,2.582994957,0.041066584,0,0,0,0,0,0,0,35,89,0.049458819,,,,,
P001,Player G1,G,23,3,12/31/2025,8.5,4,2,3,8,63.6,7,74.2,0,299.6,40,35,6.22,420.9,159,1.04,38.4,0.35,0,3,0,0,0,0,8.228571429,0.213808994,2.142857143,1.214985793,55.15714286,27.40212018,40.22857143,1.710471948,0.335857143,0.037418483,344.2857143,39.9558268,42.71428571,11.85628224,38,2.581988897,0.786142021,-0.220007639,0.979795897,-0.054433105,-0.262147889,-0.148855515,-0.798303697,-0.412671379,-0.588954983,0,0,0,0,0,0,0,35.75,87,0.020954118,,,,,
P001,Player G1,G,23,3,1/1/2026,8.7,5,3,1,8,66.1,6,66.1,0,282.8,43,34,6.75,473.4,163.6,1.02,38.4,0.35,0,3,0,0,0,0,8.342857143,0.222539456,2.285714286,1.253566341,55.72857143,27.61193669,39.77142857,1.710471948,0.335857143,0.037418483,338.8714286,45.82178209,44,11.22497216,37.71428571,2.927700219,1.114225973,0.718996636,-1.509702712,-0.053415633,-0.25690962,-0.146016956,-1.051155041,-0.1037847,-0.701562572,0,0,0,0,1,0,0,37.05,86.6,0.033450274,,,,,
P001,Player G1,G,23,3,1/2/2026,8.4,6,2,2,9,28.4,6,63.3,23.2,375,66,66,9.24,818.9,256.9,1.07,38.4,0.35,0,3,0,0,0,0,8.357142857,0.222539456,2.571428571,0.786795792,50.04285714,28.69244135,39.31428571,1.561440117,0.335857143,0.037418483,342.9,47.83063872,49.14285714,11.96423241,41.28571429,11.19098276,0.542755968,-0.244703242,-0.22210835,1.363779374,-0.251973728,-0.143334681,0.510318887,2.241775882,3.44122967,0,0,0,0,0,0,0,37.6,89.7,0.06652209,,,,,
P001,Player G1,G,23,3,1/3/2026,8.1,4,2,2,9,66.8,8,89.1,0,284.7,42,35,6.24,596.7,170.1,1.08,38.4,0.35,0,3,0,0,0,0,8.328571429,0.242997159,2.571428571,0.786795792,56.65714286,25.95289689,38.85714286,1.209486314,0.335857143,0.037418483,328.1714286,47.57333687,48.71428571,12.188988,40.57142857,11.44344271,-0.002857012,-0.240192231,-0.218056427,1.296165183,-0.247312165,-0.140794869,-1.011988495,-0.265575502,-0.574693779,0,0,0,0,1,0,0,37.15,86.3,0.055883549,,,,,
P001,Player G1,G,23,3,1/4/2026,8.1,8,2,2,8,92.1,4,61.4,0,342,43,30,6.49,520,208.7,0.99,38.4,0.35,0,3,0,0,0,0,8.285714286,0.254483604,2.428571429,0.786795792,58.44285714,28.13306815,38.4,0,0.335857143,0.037418483,334.7142857,45.54984188,49,12,39.28571429,12.13417056,-0.002809113,-0.235922083,-0.214218586,-0.142822448,-0.242900395,-0.138385351,-0.018256057,-0.163832352,-1.115859673,0,0,0,0,0,0,1,36.15,88.4,0.116352778,,,,,
P001,Player G1,G,23,3,1/5/2026,7.9,7,0,1,9,24.1,6,55.3,20.8,419.6,48,61,8.63,671.2,175.5,0.94,36.1,0.35,0,0,1,1,1,0,8.242857143,0.293582146,1.857142857,0.899735411,50.51428571,28.98444575,38.07142857,0.869318288,0.35,0,338.5857143,51.97789365,49.85714286,11.62509601,43,14.37590577,-0.37123558,-2.219347049,-1.474036253,1.264104103,-1.050118975,-0.136095363,1.303815187,0.332063054,2.348576297,0,0,0,0,0,0,0,39.85,82.7,0.038844678,,,,,
P001,Player G1,G,23,3,1/6/2026,9,7,1,1,10,59.3,6,59.3,0,338.3,40,29,7.2,453.2,206.4,1,36.1,0.35,0,3,0,0,0,0,8.385714286,0.384831441,1.714285714,0.951189731,57.2,23.66361483,37.74285714,1.122285084,0.35,0,334.5714286,50.5368748,46,9.219544457,41.42857143,15.32815648,1.691953353,-1.087750643,-1.400971677,2.604276879,-1.015108268,-0.133915345,-0.121739186,-0.474832193,-1.178747264,0,0,0,0,0,0,1,41.5,90.4,0.054900988,,,,,
P001,Player G1,G,23,3,1/7/2026,8.3,6,3,1,9,49.1,8,65.5,0,313.3,38,28,6.78,807.5,144,0.98,36.1,0.35,0,3,0,0,0,0,8.357142857,0.382348632,1.857142857,1.069044968,55.12857143,23.64464099,37.41428571,1.229401713,0.35,0,336.5285714,49.20452941,45.71428571,9.464218329,40.42857143,16.02973428,0.321324286,0.817663711,-1.337879927,1.041263719,-0.983413998,-0.131836773,-0.548041427,-0.66874718,-1.238243524,0,0,0,0,0,0,1,37.45,86.3,0.066047912,,,,,
P001,Player G1,G,23,3,1/8/2026,7.4,4,1,3,9,23.6,7,68.9,23.6,425.5,49,52,10.13,595.4,99.1,0.97,36.1,0.35,0,3,0,0,0,0,8.171428571,0.488924963,1.571428571,0.975900073,49.05714286,25.72306728,37.08571429,1.229401713,0.35,0,356.9142857,52.67293513,46.57142857,9.449111825,43,16.26857912,-1.343896166,-1.082021838,1.136085755,1.008900724,-0.954541766,-0.129852023,1.405920449,0.471342472,1.25343684,0,0,0,0,0,0,0,36.1,83.3,0.020897965,,,,,
P001,Player G1,G,23,3,1/9/2026,8,4,1,2,9,76.3,5,63.6,0,243.5,28,41,5.73,409.4,161.9,0.98,36.1,0.35,0,4,1,1,1,0,8.114285714,0.481070235,1.428571429,0.975900073,55.9,25.68313325,36.75714286,1.122285084,0.35,0,338.1285714,66.72332711,41.14285714,7.033931367,39.42857143,12.73914103,-0.195512564,-1.048034962,-0.106303856,0.979406109,-0.92809469,-0.127954244,-1.763356561,-1.711937813,0.095133764,0,0,0,0,1,1,0,38,80,0.027331452,,,,,
P001,Player G1,G,23,3,1/10/2026,8.4,7,2,4,10,72.1,4,48.1,0,238.5,34,35,7.96,639.9,170.7,0.91,36.1,0.35,0,3,0,0,0,0,8.157142857,0.49280538,1.428571429,0.975900073,56.65714286,26.13221876,36.42857143,0.869318288,0.35,0,331.5285714,74.69753932,40,7.505553499,39.42857143,12.73914103,0.547364209,-0.080296543,2.340581161,2.234426062,-0.903749981,-0.12613727,-1.747227218,-1.014421116,-0.521723285,0,0,0,0,1,1,0,36.6,82.9,0.105260723,,,,,
P001,Player G1,G,23,3,1/11/2026,8.9,4,2,1,8,17.6,8,64.9,20.7,399.7,46,50,9.56,777,284.4,0.92,36.1,0.35,0,3,0,0,0,0,8.271428571,0.564843004,1.428571429,0.975900073,46.01428571,24.40535655,36.1,0,0.35,0,339.7714286,79.09953043,40.42857143,7.785823503,42.28571429,12.51285054,1.472189208,-0.079198494,-1.313686204,-0.371801106,-0.88124205,-0.124395527,0.950563429,0.224144589,1.042570193,0,0,0,0,0,0,0,38.35,88.1,0.025339869,,,,,
P001,Player G1,G,23,3,1/12/2026,9,10,1,2,8,54.2,7,63.3,0,308,29,26,5.54,544.5,161,0.94,42.3,0.287,0,3,0,0,0,0,8.428571429,0.596417878,1.571428571,0.786795792,50.31428571,22.47616727,36.98571429,2.343379733,0.341,0.023811762,323.8285714,71.1781969,37.71428571,8.014867138,37.28571429,10.64133898,1.594937026,-1.041923429,-0.123540767,-0.366181008,1.34977658,-1.95650321,-0.557042703,-1.51679034,-1.472774459,0,0,0,0,0,1,1,38.5,86.3,0.141408097,,,,,
P001,Player G1,G,23,3,1/13/2026,7.8,10,2,3,9,75.2,7,87.8,0,288.7,33,49,7.8,473.8,229,0.99,42.3,0.35,0,3,0,0,0,0,8.257142857,0.576937729,1.714285714,0.755928946,52.58571429,24.26763473,37.87142857,3.025290226,0.341,0.023811762,316.7428571,71.96197739,36.71428571,8.118174789,40.14285714,10.73046398,-0.643495962,-0.050686168,1.036352118,0.885622289,1.300722536,-0.068748448,-0.86278369,-1.05051714,0.934798388,0,0,0,0,0,1,0,35.7,87.9,0.209533339,,,,,
P001,Player G1,G,23,3,1/14/2026,8.8,8,2,2,9,19.7,4,41.8,28.6,369.8,74,51,10.03,771.9,251.2,0.94,42.3,0.35,0,3,0,0,0,0,8.328571429,0.61295537,1.571428571,0.534522484,48.38571429,27.32321532,38.75714286,3.3140394,0.341,0.023811762,324.8142857,74.63056632,41.85714286,16.32409846,43.42857143,9.880235201,1.187667197,-0.050047766,-0.148406163,0.865603672,1.256692852,-0.06788062,0.485638818,3.096038027,1.117166451,0,0,0,0,0,0,0,38.2,91.8,0.132872855,,,,,
P001,Player G1,G,23,3,1/15/2026,8.7,10,2,1,9,91.8,4,61.2,0,283.2,49,36,6.25,287.5,189.8,0.93,42.3,0.35,0,3,0,0,0,0,8.514285714,0.463424109,1.714285714,0.487950036,58.12857143,29.11286739,39.64285714,3.3140394,0.341,0.023811762,304.4857143,60.71752708,41.85714286,16.32409846,41.14285714,9.406178314,0.971348823,-0.049432874,-1.318915253,0.846894368,1.216883093,-0.067044823,-0.955490625,0.460414834,-0.443667941,0,0,0,0,0,0,0,39.05,92.5,0.1855663,,,,,
P001,Player G1,G,23,3,1/16/2026,7.9,4,3,2,9,48,7,56,0,305.9,30,31,7.01,679.3,152.4,0.91,42.3,0.35,0,7,1,1,1,0,8.5,0.483045892,2,0.577350269,54.08571429,28.11680568,40.52857143,3.025290226,0.341,0.023811762,313.4,54.53775451,42.14285714,16.05644804,39.71428571,10.1606149,-0.50160206,0.952381662,-0.113393645,0.829357091,1.18065836,-0.066239136,-0.557130748,-1.295982447,-0.95247855,0,0,0,0,0,1,0,35.85,79.5,0.224631614,,,,,
P001,Player G1,G,23,3,1/17/2026,8.3,7,3,2,9,14.9,7,56.6,22.4,450.6,52,54,6.49,886.5,174.9,0.94,42.3,0.35,0,3,0,0,0,0,8.485714286,0.487950036,2.142857143,0.690065559,45.91428571,30.24050422,41.41428571,2.343379733,0.341,0.023811762,343.7,64.07469599,44.71428571,15.97617273,42.42857143,11.1782101,0.237638489,0.931007562,-0.112051348,0.812873931,1.147509953,-0.065461795,1.871012042,0.754963754,1.442099819,0,0,0,0,0,0,0,36.45,88.8,0.066867321,,,,,
P001,Player G1,G,23,3,1/18/2026,8.3,7,2,3,8,54.4,7,63.4,0,265.5,33,32,6.72,513.7,181.6,0.97,42.3,0.35,0,3,0,0,0,0,8.4,0.454606057,2.142857143,0.690065559,51.17142857,27.57950412,42.3,0,0.341,0.023811762,324.5285714,64.60112781,42.85714286,16.54719081,39.85714286,11.21648447,0.234767727,-0.093438077,1.079867101,-0.472499539,1.117024852,-0.064711176,-1.232594679,-1.004105531,-0.851069403,0,0,0,0,1,1,0,35.45,84.5,0.109111467,,,,,
P001,Player G1,G,23,3,1/19/2026,7.5,4,1,2,10,60.3,8,80.4,0,271.2,39,47,7.08,547,160.1,1.01,36.6,0.409,0,3,0,0,0,0,8.185714286,0.477593172,2.142857143,0.690065559,52.04285714,27.78673887,41.48571429,2.154397496,0.358428571,0.022299904,319.2714286,67.59821778,44.28571429,15.55328782,42.85714286,9.581728644,-1.265041202,-1.108629402,-0.135078928,2.097075886,-0.860365582,1.722112031,-1.105687074,-0.430168573,0.699734263,0,0,0,0,1,0,0,38.25,87,0.068406647,,,,,
P001,Player G1,G,23,3,1/20/2026,8.2,4,2,2,7,25.1,5,64,34.5,432.3,58,41,7.17,851.8,264.6,0.94,36.6,0.35,0,3,0,0,0,0,8.242857143,0.446680881,2.142857143,0.690065559,44.88571429,27.27547302,40.67142857,2.781315208,0.358428571,0.022299904,339.7857143,77.79471766,47.85714286,15.3994434,41.71428571,9.196272537,0.072516778,-0.067594786,-0.133576421,-1.730446314,-0.843899408,-0.100116441,1.520274371,1.337631987,0.070885324,0,0,0,0,0,0,0,35.3,84.3,0.016818262,,,,,
P001,Player G1,G,23,3,1/21/2026,8.8,6,4,3,7,63,6,63,0,294.1,40,41,7.05,691.1,140.9,0.99,36.6,0.35,0,3,0,0,0,0,8.242857143,0.446680881,2.428571429,0.975900073,51.07142857,25.46132455,39.85714286,3.046778158,0.358428571,0.022299904,328.9714286,78.18758883,43,10.29563014,40.28571429,8.24043457,1.199921071,1.983784486,1.083408229,-1.657665159,-0.828350173,-0.099035664,-0.732144456,-0.357938694,0.070123998,0,0,0,0,0,0,0,33.2,78.9,0.045115774,,,,,
P001,Player G1,G,23,3,1/22/2026,8.3,10,4,2,8,71.7,7,83.6,0,269.1,28,35,6.19,683.4,142.1,1.03,36.6,0.35,0,3,0,0,0,0,8.185714286,0.401781746,2.714285714,1.112697281,48.2,20.81137509,39.04285714,3.046778158,0.358428571,0.022299904,326.9571429,79.72970708,40,11.26942767,40.14285714,8.335237878,0.233203172,1.884055433,-0.154923824,-0.404673023,-0.813635541,-0.097989137,-1.120155643,-1.468158074,-0.561808244,0,0,0,0,1,1,0,34.45,81.8,0.058810284,,,,,
